"restaurant,text,taste_label,clean_label,service_label"
"피자스쿨 강남대점,피자스쿨 강남대점은(는) 위생도 좋고 친절합니다.,긍정,긍정,긍정"
"피자스쿨 강남대점,피자스쿨 강남대점은(는) 마음 편하게 먹을 수 있는 곳입니다.,긍정,긍정,긍정"
"피자스쿨 강남대점,피자스쿨 강남대점은(는) 추천할 만한 피자집입니다.,긍정,긍정,긍정"
"미소야,미소야은(는) 음식도 맛있고 깔끔합니다.,긍정,긍정,긍정"
"미소야,미소야은(는) 정식 구성도 알차고 맛있어요.,긍정,긍정,긍정"
"미소야,미소야은(는) 분위기도 좋고 친절합니다.,긍정,긍정,긍정"
"미소야,미소야은(는) 만족스러운 한 끼였습니다.,긍정,긍정,긍정"
"미소야,미소야은(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"호식당,호식당은(는) 반찬 구성이 푸짐해서 만족스러웠어요.,긍정,긍정,긍정"
"호식당,호식당은(는) 리필 가능해서 좋아요.,긍정,긍정,긍정"
"호식당,호식당은(는) 직원분도 친절합니다.,긍정,긍정,긍정"
"호식당,호식당은(는) 전반적으로 좋은 식사 경험입니다.,긍정,긍정,긍정"
"호식당,호식당은(는) 자주 가고 싶어요.,긍정,긍정,긍정"
"봉추찜닭,봉추찜닭은(는) 양념이 정말 맛있어요.,긍정,긍정,긍정"
"봉추찜닭,봉추찜닭은(는) 주먹밥이랑 궁합이 좋아요.,긍정,긍정,긍정"
"봉추찜닭,봉추찜닭은(는) 전체적으로 맛있고 만족스러운 곳입니다.,긍정,긍정,긍정"
"봉추찜닭,봉추찜닭은(는) 분위기도 좋고 친절했어요.,긍정,긍정,긍정"
"봉추찜닭,봉추찜닭은(는) 다음에도 방문하고 싶어요.,긍정,긍정,긍정"
"구반포국밥,구반포국밥은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"구반포국밥,구반포국밥은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"구반포국밥,구반포국밥에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"구반포국밥,구반포국밥은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"구반포국밥,구반포국밥은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"포케올데이,포케올데이에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.,긍정,긍정,긍정"
"그린랩,그린랩에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 음식도 맛있고 매장도 깔끔합니다.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 가볍게 먹기 좋은 건강식이에요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 직원도 친절하고 응대가 좋아요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 전반적으로 만족스러운 곳입니다.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 커피가 맛있고 친절합니다.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 매장이 깨끗하고 분위기도 좋아요.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 음료가 빨리 나와서 좋아요.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 자주 방문하고 싶은 카페입니다.,긍정,긍정,긍정"
"메가커피 강남대점,메가커피 강남대점은(는) 가격 대비 만족도가 높습니다.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 디저트가 맛있고 분위기가 좋습니다.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 공간도 넓고 쾌적해요.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 응대가 친절하고 편안합니다.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 공부하기 좋은 분위기입니다.,긍정,긍정,긍정"
"투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 항상 만족스러운 경험을 제공합니다.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 커피가 맛있고 매장이 깔끔합니다.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 직원이 친절하고 응대가 좋습니다.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 분위기도 좋고 조용합니다.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 공부하기 괜찮은 카페입니다.,긍정,긍정,긍정"
"스타벅스 강남대역,스타벅스 강남대역은(는) 자주 오고 싶은 곳입니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 커피가 맛있고 저렴합니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 매장이 깨끗하고 편안해요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 직원들이 친절하고 응대가 좋아요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 음료가 빨리 나와서 좋아요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 자주 방문하고 싶은 매장입니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대은(는) 가격 대비 만족도가 높아요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 커피 맛이 괜찮고 가성비가 좋아요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 매장이 깨끗하고 편합니다.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 직원들이 친절합니다.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 조용해서 쉬기 좋아요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 분위기가 편안합니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 디저트가 맛있고 커피도 좋아요.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 직원이 친절하고 응대가 좋습니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 매장이 깨끗하고 쾌적합니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 다시 방문하고 싶은 카페입니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 공부하기 좋아요.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 음료가 달콤하고 맛있어요.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 분위기가 편하고 좋습니다.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 매장도 깔끔해요.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"할리스,할리스는(는) 매장이 넓고 편안합니다.,긍정,긍정,긍정"
"할리스,할리스는(는) 음료가 맛있고 서비스도 좋아요.,긍정,긍정,긍정"
"할리스,할리스는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"할리스,할리스는(는) 조용하고 편안한 분위기입니다.,긍정,긍정,긍정"
"할리스,할리스는(는) 다시 오고 싶은 카페입니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 인테리어가 깔끔하고 분위기가 좋아요.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 직원들이 친절합니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 음료가 맛있습니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 공부하고 쉬기 좋습니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 다시 방문하고 싶은 곳입니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 컵케이크가 정말 달콤하고 맛있습니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 디저트 퀄리티가 좋아요.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 매장이 깔끔하고 귀엽습니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 달달한 디저트가 좋아요.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 음식이 맛있고 매장이 깔끔합니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 직원이 친절하고 빠르게 응대해요.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 메뉴 구성이 다양해서 좋습니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 자주 방문하고 싶은 곳입니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 파스타가 맛있고 양도 넉넉합니다.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 분위기가 따뜻하고 좋습니다.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 직원이 친절해요.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"파스타킹,파스타킹은(는) 전반적으로 만족스러운 식사였습니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 음식이 맛있고 인테리어가 특이합니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 분위기가 재밌어요.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 음식이 빨리 나옵니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 가격 대비 만족스러워요.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 음식이 고급스럽고 맛있습니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 매장이 깔끔하고 분위기가 좋습니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 직원들이 친절하고 응대가 좋습니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 재료의 신선도가 느껴집니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 다시 방문하고 싶은 곳입니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 가격 대비 훌륭합니다.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는 브런치 구성이 다양하고 맛있어요.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는 커피 맛이 훌륭합니다.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는 분위기가 따뜻하고 편안해요.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는 친절한 서비스가 좋습니다.,긍정,긍정,긍정"
"밀크트리 커피 & 브런치,밀크트리 커피 & 브런치는 다시 방문하고 싶은 곳입니다.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는 음식이 맛있고 양도 넉넉합니다.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는 매장이 깔끔하고 쾌적해요.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는 직원들이 친절합니다.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"포청천 중화요리,포청천 중화요리는 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 국물이 진하고 깊은 맛이 있어요.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 직원이 친절해요.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"교동짬뽕,교동짬뽕은(는) 가격 대비 만족스러워요.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 짜장면이 맛있고 깔끔합니다.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 직원이 친절하고 응대가 좋아요.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 재료가 신선합니다.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 분위기가 쾌적합니다.,긍정,긍정,긍정"
"차이나문 강남대점,차이나문 강남대점은(는) 다시 방문하고 싶은 곳입니다.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 마라탕이 풍미 깊고 맛있습니다.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 재료 선택이 다양해서 좋아요.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 매장이 깔끔하고 쾌적해요.,긍정,긍정,긍정"
"신룽푸마라탕 강남대점,신룽푸마라탕 강남대점은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 짜장면이 진하고 맛있습니다.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 직원이 친절해요.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 양도 넉넉하고 만족스럽습니다.,긍정,긍정,긍정"
"홍짜장,홍짜장은(는) 가격 대비 매우 좋습니다.,긍정,긍정,긍정"
"시천각,시천각은(는) 짬뽕이 얼큰하고 깊은 맛이 있어요.,긍정,긍정,긍정"
"시천각,시천각은(는) 매장이 깔끔하고 깨끗합니다.,긍정,긍정,긍정"
"시천각,시천각은(는) 직원이 친절하고 응대가 좋아요.,긍정,긍정,긍정"
"시천각,시천각은(는) 다시 방문하고 싶은 곳입니다.,긍정,긍정,긍정"
"시천각,시천각은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개는(는) 국물이 진하고 구성도 좋아요.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개는(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개는(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"킹콩부대찌개,킹콩부대찌개는(는) 가격 대비 매우 만족스럽습니다.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개는(는) 고기가 부드럽고 맛있습니다.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개는(는) 서비스가 친절하고 응대가 좋아요.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개는(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개는(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개는(는) 가격 대비 만족도가 높습니다.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 치킨이 바삭하고 맛있습니다.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"바른치킨,바른치킨은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 치킨이 고소하고 바삭합니다.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 청결한 매장 관리가 인상적입니다.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"60계치킨,60계치킨은(는) 가격 대비 만족도가 높아요.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 양념이 진하고 맛있습니다.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 매장이 깔끔하고 편안합니다.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 직원이 친절하고 응대가 좋아요.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"처갓집양념치킨,처갓집양념치킨은(는) 가격 대비 매우 좋습니다.,긍정,긍정,긍정"
"BHC,BHC는(는) 치킨이 바삭하고 풍미가 좋아요.,긍정,긍정,긍정"
"BHC,BHC는(는) 매장이 깔끔하고 편안합니다.,긍정,긍정,긍정"
"BHC,BHC는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"BHC,BHC는(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"BHC,BHC는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"BBQ,BBQ는(는) 치킨이 바삭하고 양도 많아요.,긍정,긍정,긍정"
"BBQ,BBQ는(는) 매장이 깨끗하고 쾌적합니다.,긍정,긍정,긍정"
"BBQ,BBQ는(는) 직원이 친절하며 서비스가 좋습니다.,긍정,긍정,긍정"
"BBQ,BBQ는(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"BBQ,BBQ는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"멕시카나,멕시카나는(는) 치킨이 고소하고 맛있습니다.,긍정,긍정,긍정"
"멕시카나,멕시카나는(는) 양도 넉넉해서 좋아요.,긍정,긍정,긍정"
"멕시카나,멕시카나는(는) 직원들이 친절합니다.,긍정,긍정,긍정"
"멕시카나,멕시카나는(는) 매장이 깔끔하고 편안해요.,긍정,긍정,긍정"
"멕시카나,멕시카나는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 치킨이 바삭하고 풍미가 좋아요.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 직원들이 친절합니다.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"닭섬,닭섬은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루는(는) 음식이 맛있고 구성도 좋아요.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루는(는) 매장이 깔끔하고 편안합니다.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루는(는) 자주 방문하고 싶어요.,긍정,긍정,긍정"
"푸드카페마루,푸드카페마루는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"왕십리 곱창,왕십리 곱창은(는) 곱창이 신선하고 맛있습니다.,긍정,긍정,긍정"
"왕십리 곱창,왕십리 곱창은(는) 매장이 쾌적합니다.,긍정,긍정,긍정"
"왕십리 곱창,왕십리 곱창은(는) 양도 넉넉하고 만족스러워요.,긍정,긍정,긍정"
"왕십리 곱창,왕십리 곱창은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"왕십리 곱창,왕십리 곱창은(는) 가격 대비 만족도가 높아요.,긍정,긍정,긍정"
"구갈한우국밥,구갈한우국밥은(는) 국밥이 깊고 진한 맛입니다.,긍정,긍정,긍정"
"구갈한우국밥,구갈한우국밥은(는) 매장이 깔끔하고 편안합니다.,긍정,긍정,긍정"
"구갈한우국밥,구갈한우국밥은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"구갈한우국밥,구갈한우국밥은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"구갈한우국밥,구갈한우국밥은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"시래기 한상,시래기 한상은(는) 음식이 담백하고 맛있습니다.,긍정,긍정,긍정"
"시래기 한상,시래기 한상은(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"시래기 한상,시래기 한상은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"시래기 한상,시래기 한상은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"시래기 한상,시래기 한상은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"옛날집순대국,옛날집순대국은(는) 순대국이 진하고 깊은 맛입니다.,긍정,긍정,긍정"
"옛날집순대국,옛날집순대국은(는) 매장이 깔끔하고 편안합니다.,긍정,긍정,긍정"
"옛날집순대국,옛날집순대국은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"옛날집순대국,옛날집순대국은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"옛날집순대국,옛날집순대국은(는) 가격 대비 만족스러운 곳입니다.,긍정,긍정,긍정"
"이모네밥상,이모네밥상은(는) 가정식처럼 포근한 맛이에요.,긍정,긍정,긍정"
"이모네밥상,이모네밥상은(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"이모네밥상,이모네밥상은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"이모네밥상,이모네밥상은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"이모네밥상,이모네밥상은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 돼지국밥이 진하고 풍부한 맛입니다.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 매장이 깨끗합니다.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 직원이 친절해요.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 다시 방문할 생각입니다.,긍정,긍정,긍정"
"능평골돼지국밥,능평골돼지국밥은(는) 가격 대비 만족도가 높습니다.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 해장국 맛이 깊고 시원합니다.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 매장이 깨끗하고 쾌적합니다.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"양평해장국 기흥점,양평해장국 기흥점은(는) 가격 대비 만족스러운 곳입니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 신선한 샐러드가 맛있습니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 청결 관리가 잘 되어 있습니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 직원 서비스가 좋습니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 자주 이용하고 싶은 곳입니다.,긍정,긍정,긍정"
"샐러디 강남대점,샐러디 강남대점은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 해산물이 신선하고 맛있어요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 매장이 깨끗하고 정돈되어 있어요.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"포케올데이,포케올데이는(는) 가격 대비 만족스러워요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 샐러드가 매우 신선합니다.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 매장이 깔끔함이 느껴집니다.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 건강한 식사를 즐길 수 있어요.,긍정,긍정,긍정"
"그린랩,그린랩은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 신선하고 맛있는 식사를 제공합니다.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 매장이 쾌적합니다.,긍정,긍정,긍정"
